identifierHash,type,country,language,socialNbFollowers,socialNbFollows,socialProductsLiked,productsListed,productsSold,productsPassRate,productsWished,productsBought,gender,civilityGenderId,civilityTitle,hasAnyApp,hasAndroidApp,hasIosApp,hasProfilePicture,daysSinceLastLogin,seniority,seniorityAsMonths,seniorityAsYears,countryCode
3593732003,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,109,3199,106.63,8.89,fr
3593666467,user,Italie,it,3,9,0,0,0,0.0,20,2,F,2,mrs,True,False,True,True,420,3199,106.63,8.89,it
3593600931,user,Allemagne,de,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,703,3199,106.63,8.89,de
3593535395,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,345,3199,106.63,8.89,fr
3593469859,user,France,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,703,3199,106.63,8.89,fr
3593404323,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,683,3199,106.63,8.89,fr
3593338787,user,Allemagne,de,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,703,3199,106.63,8.89,de
3593273251,user,Danemark,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,703,3199,106.63,8.89,dk
3593207715,user,France,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,703,3199,106.63,8.89,fr
3593142179,user,Irlande,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,703,3199,106.63,8.89,ie
3593076643,user,France,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,703,3199,106.63,8.89,fr
3593011107,user,France,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,703,3199,106.63,8.89,fr
3592945571,user,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,703,3199,106.63,8.89,fr
3592880035,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,703,3199,106.63,8.89,fr
3592814499,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,703,3199,106.63,8.89,us
3592748963,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,703,3199,106.63,8.89,fr
3592683427,user,France,fr,3,8,5,0,0,0.0,0,0,F,2,mrs,True,False,True,True,100,3199,106.63,8.89,fr
3592617891,user,Espagne,es,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,703,3199,106.63,8.89,es
3592552355,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,703,3199,106.63,8.89,fr
3592486819,user,Espagne,es,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,703,3199,106.63,8.89,es
3592421283,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,703,3199,106.63,8.89,us
3592355747,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,703,3199,106.63,8.89,fr
3592290211,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,703,3199,106.63,8.89,fr
3592224675,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,703,3199,106.63,8.89,fr
3592159139,user,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,True,True,False,True,703,3199,106.63,8.89,fr
3592093603,user,Italie,it,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,703,3199,106.63,8.89,it
3592028067,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,570,3199,106.63,8.89,us
3591962531,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,703,3199,106.63,8.89,fr
3591896995,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,703,3199,106.63,8.89,gb
3591831459,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,498,3199,106.63,8.89,fr
3591765923,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,703,3199,106.63,8.89,us
3591700387,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,660,3199,106.63,8.89,gb
3591634851,user,Allemagne,de,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,577,3199,106.63,8.89,de
3591569315,user,Etats-Unis,en,3,8,3,0,0,0.0,0,0,F,2,mrs,True,False,True,True,686,3199,106.63,8.89,us
3591503779,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,703,3199,106.63,8.89,us
3591438243,user,France,fr,3,8,0,0,0,0.0,2,1,F,2,mrs,False,False,False,True,703,3199,106.63,8.89,fr
3591372707,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,703,3199,106.63,8.89,gb
3591307171,user,France,fr,3,10,1,0,0,0.0,1,0,F,2,mrs,True,False,True,True,305,3199,106.63,8.89,fr
3591241635,user,Espagne,es,3,8,2,0,0,0.0,0,0,F,2,mrs,False,False,False,True,19,3199,106.63,8.89,es
3591176099,user,Canada,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,703,3199,106.63,8.89,ca
3591110563,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,703,3199,106.63,8.89,us
3591045027,user,Espagne,en,3,8,0,0,0,0.0,2,0,F,2,mrs,True,False,True,True,646,3199,106.63,8.89,es
3590979491,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,689,3199,106.63,8.89,us
3590913955,user,Etats-Unis,en,3,8,0,0,0,0.0,1,0,F,2,mrs,False,False,False,True,605,3199,106.63,8.89,us
3590848419,user,Chine,en,3,8,1,0,0,0.0,0,0,F,2,mrs,True,False,True,True,703,3199,106.63,8.89,cn
3590782883,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,703,3199,106.63,8.89,fr
3590717347,user,Italie,it,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,703,3199,106.63,8.89,it
3590651811,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,703,3199,106.63,8.89,gb
3590586275,user,France,fr,3,8,0,0,0,0.0,2,0,F,2,mrs,False,False,False,True,703,3199,106.63,8.89,fr
3590520739,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,703,3199,106.63,8.89,us
3590455203,user,Danemark,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,631,3199,106.63,8.89,dk
3590389667,user,France,fr,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,703,3199,106.63,8.89,fr
3590324131,user,Espagne,es,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,611,3199,106.63,8.89,es
3590258595,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,703,3199,106.63,8.89,gb
3590193059,user,Italie,it,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,703,3199,106.63,8.89,it
3590127523,user,Italie,it,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,578,3199,106.63,8.89,it
3590061987,user,Allemagne,de,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,703,3199,106.63,8.89,de
3589996451,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,703,3199,106.63,8.89,us
3589930915,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,703,3199,106.63,8.89,us
3589865379,user,Espagne,es,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,703,3199,106.63,8.89,es
3589799843,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,703,3199,106.63,8.89,fr
3589734307,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,703,3199,106.63,8.89,fr
3589668771,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,703,3199,106.63,8.89,us
3589603235,user,Luxembourg,de,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,703,3199,106.63,8.89,lu
3589537699,user,France,fr,3,8,4,0,0,0.0,0,0,M,1,mr,True,True,False,True,565,3199,106.63,8.89,fr
3589472163,user,Espagne,es,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,703,3199,106.63,8.89,es
3589406627,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,521,3199,106.63,8.89,fr
3589341091,user,Allemagne,de,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,703,3199,106.63,8.89,de
3589275555,user,Allemagne,de,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,703,3199,106.63,8.89,de
3589210019,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,297,3199,106.63,8.89,gb
3589144483,user,Allemagne,de,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,16,3199,106.63,8.89,de
3589078947,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,703,3199,106.63,8.89,gb
3589013411,user,Allemagne,de,3,8,3,0,0,0.0,0,0,F,2,mrs,False,False,False,True,149,3199,106.63,8.89,de
3588947875,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,432,3199,106.63,8.89,fr
3588882339,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,703,3199,106.63,8.89,fr
3588816803,user,Italie,it,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,544,3199,106.63,8.89,it
3588751267,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,703,3199,106.63,8.89,us
3588685731,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,703,3199,106.63,8.89,fr
3588620195,user,Pays-Bas,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,702,3199,106.63,8.89,nl
3588554659,user,Danemark,en,3,8,3,0,0,0.0,0,0,F,2,mrs,True,False,True,True,161,3199,106.63,8.89,dk
3588489123,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,True,True,False,True,703,3199,106.63,8.89,fr
3588423587,user,Etats-Unis,en,3,8,6,0,0,0.0,1,2,F,2,mrs,False,False,False,True,658,3199,106.63,8.89,us
